,Year,Stars,Position,Name,Class,Previous School,New School,RK,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
117,2019,2,PG,Jake Ohmer,SR,Western Kentucky,Georgetown College,117,Western Kentucky,CUSA,29,20,108.5,103.1,0.6438,51.2,50.2,17.7,19.3,25.5,31.1,39.6,21,52,53.5,33.3,30,68.3,-3.2
118,2019,2,SF,Marek Nelson,RS JR,Western Kentucky,Texas–Rio Grande Valley,117,Western Kentucky,CUSA,29,20,108.5,103.1,0.6438,51.2,50.2,17.7,19.3,25.5,31.1,39.6,21,52,53.5,33.3,30,68.3,-3.2
119,2019,4,SG,Admon Gilder,RS N/A,Texas A&M,Gonzaga,129,Texas A&M,SEC,30,16,101.2,97.4,0.6083,46.4,49.2,21.3,22.4,31.3,31.8,41.1,26,48,49.2,29.4,32.7,64.4,-3.9
120,2019,4,PG,J.J. Caldwell,RS SR,Texas A&M,New Mexico,129,Texas A&M,SEC,30,16,101.2,97.4,0.6083,46.4,49.2,21.3,22.4,31.3,31.8,41.1,26,48,49.2,29.4,32.7,64.4,-3.9
121,2019,3.7,C,Isiah Jasey,SR,Texas A&M,SMU,129,Texas A&M,SEC,30,16,101.2,97.4,0.6083,46.4,49.2,21.3,22.4,31.3,31.8,41.1,26,48,49.2,29.4,32.7,64.4,-3.9
122,2019,2,SG,Brandon Mahan,SR,Texas A&M,UCF,129,Texas A&M,SEC,30,16,101.2,97.4,0.6083,46.4,49.2,21.3,22.4,31.3,31.8,41.1,26,48,49.2,29.4,32.7,64.4,-3.9
123,2019,2,C,John Brown,RS SR,Texas A&M,West Texas A&M,129,Texas A&M,SEC,30,16,101.2,97.4,0.6083,46.4,49.2,21.3,22.4,31.3,31.8,41.1,26,48,49.2,29.4,32.7,64.4,-3.9
124,2019,2,SF,John Walker III,RS JR,Texas A&M,Texas Southern,129,Texas A&M,SEC,30,16,101.2,97.4,0.6083,46.4,49.2,21.3,22.4,31.3,31.8,41.1,26,48,49.2,29.4,32.7,64.4,-3.9
125,2018,4,PF,Túlio Da Silva,RS N/A,South Florida,Missouri State,109,South Florida,Amer,31,14,100.6,95,0.6595,46.6,51,22.2,23.3,32.4,25.2,37.5,34.5,46.7,51.6,30.9,33.4,64.9,-7.3
126,2018,3,PF,Malik Martin,RS N/A,South Florida,Tennessee Tech,109,South Florida,Amer,31,14,100.6,95,0.6595,46.6,51,22.2,23.3,32.4,25.2,37.5,34.5,46.7,51.6,30.9,33.4,64.9,-7.3
127,2018,3,SF,"Troy Holston, Jr.",RS N/A,South Florida,Saint Joseph's,109,South Florida,Amer,31,14,100.6,95,0.6595,46.6,51,22.2,23.3,32.4,25.2,37.5,34.5,46.7,51.6,30.9,33.4,64.9,-7.3
128,2018,2,PG,Henry Beard,RS N/A,South Florida,Newman,109,South Florida,Amer,31,14,100.6,95,0.6595,46.6,51,22.2,23.3,32.4,25.2,37.5,34.5,46.7,51.6,30.9,33.4,64.9,-7.3
129,2018,4,PG,Mark Smith,SR,Illinois,Missouri,29,Illinois,B10,30,21,110.9,93.9,0.8719,48.3,47,17.9,16.6,35.6,25.7,32.2,23.9,49.6,45.8,30.3,33,66.3,3
130,2018,3.3,PG,Te'Jon Lucas,RS SR,Illinois,Milwaukee,29,Illinois,B10,30,21,110.9,93.9,0.8719,48.3,47,17.9,16.6,35.6,25.7,32.2,23.9,49.6,45.8,30.3,33,66.3,3
131,2018,3,PF,Greg Eboigbodin,RS JR,Illinois,Northeastern,29,Illinois,B10,30,21,110.9,93.9,0.8719,48.3,47,17.9,16.6,35.6,25.7,32.2,23.9,49.6,45.8,30.3,33,66.3,3
132,2018,3,PF,Michael Finke,RS N/A,Illinois,GCU,29,Illinois,B10,30,21,110.9,93.9,0.8719,48.3,47,17.9,16.6,35.6,25.7,32.2,23.9,49.6,45.8,30.3,33,66.3,3
133,2019,2,C,Samba Kane,JR,Illinois,Indian Hills Community College,29,Illinois,B10,30,21,110.9,93.9,0.8719,48.3,47,17.9,16.6,35.6,25.7,32.2,23.9,49.6,45.8,30.3,33,66.3,3
134,2019,2,PF,Anthony Higgs,RS SO,Illinois,Chipola College,29,Illinois,B10,30,21,110.9,93.9,0.8719,48.3,47,17.9,16.6,35.6,25.7,32.2,23.9,49.6,45.8,30.3,33,66.3,3
135,2018,4,PG,Marcus Carr,RS JR,Pittsburgh,Minnesota,123,Pittsburgh,ACC,33,16,103.2,98.8,0.6225,45.1,49.8,18.4,23.3,32.8,34.5,35.1,26,45.5,49,29.6,33.9,65.3,-4.8
136,2018,3.5,PG,Parker Stewart,RS JR,Pittsburgh,UT Martin,123,Pittsburgh,ACC,33,16,103.2,98.8,0.6225,45.1,49.8,18.4,23.3,32.8,34.5,35.1,26,45.5,49,29.6,33.9,65.3,-4.8
137,2019,3,SF,Shamiel Stevenson,RS JR,Pittsburgh,Nevada,123,Pittsburgh,ACC,33,16,103.2,98.8,0.6225,45.1,49.8,18.4,23.3,32.8,34.5,35.1,26,45.5,49,29.6,33.9,65.3,-4.8
138,2019,3,SG,Malik Ellison,RS N/A,Pittsburgh,Hartford,123,Pittsburgh,ACC,33,16,103.2,98.8,0.6225,45.1,49.8,18.4,23.3,32.8,34.5,35.1,26,45.5,49,29.6,33.9,65.3,-4.8
139,2018,2.7,SF,Ryan Luther,RS N/A,Pittsburgh,Arizona,123,Pittsburgh,ACC,33,16,103.2,98.8,0.6225,45.1,49.8,18.4,23.3,32.8,34.5,35.1,26,45.5,49,29.6,33.9,65.3,-4.8
140,2019,2,SG,Khameron Davis,SR,Pittsburgh,Weber State,123,Pittsburgh,ACC,33,16,103.2,98.8,0.6225,45.1,49.8,18.4,23.3,32.8,34.5,35.1,26,45.5,49,29.6,33.9,65.3,-4.8
141,2019,2,C,Peace Ilegomah,SR,Pittsburgh,Evansville,123,Pittsburgh,ACC,33,16,103.2,98.8,0.6225,45.1,49.8,18.4,23.3,32.8,34.5,35.1,26,45.5,49,29.6,33.9,65.3,-4.8
142,2019,4,PG,Traci Carter,RS SR,La Salle,Hartford,181,La Salle,A10,30,15,99.2,100.1,0.4749,48.4,48.5,20.8,20.3,28.9,28.4,33.1,40.1,46.9,50.5,33.6,30,69.1,-7.1
143,2019,3,PG,Jamir Moultrie,RS JR,La Salle,North Carolina Central,181,La Salle,A10,30,15,99.2,100.1,0.4749,48.4,48.5,20.8,20.3,28.9,28.4,33.1,40.1,46.9,50.5,33.6,30,69.1,-7.1
144,2019,3,PF,Miles Brookins,RS JR,La Salle,Cal State Northridge,181,La Salle,A10,30,15,99.2,100.1,0.4749,48.4,48.5,20.8,20.3,28.9,28.4,33.1,40.1,46.9,50.5,33.6,30,69.1,-7.1
145,2018,2,SG,Dajour Joseph,RS JR,La Salle,South Plains College,181,La Salle,A10,30,15,99.2,100.1,0.4749,48.4,48.5,20.8,20.3,28.9,28.4,33.1,40.1,46.9,50.5,33.6,30,69.1,-7.1
146,2019,2,C,Cian Sullivan,RS SR,La Salle,Hartford,181,La Salle,A10,30,15,99.2,100.1,0.4749,48.4,48.5,20.8,20.3,28.9,28.4,33.1,40.1,46.9,50.5,33.6,30,69.1,-7.1
147,2019,2,PF,Jayson Brower,RS N/A,La Salle,John Jay College of Criminal Justice,181,La Salle,A10,30,15,99.2,100.1,0.4749,48.4,48.5,20.8,20.3,28.9,28.4,33.1,40.1,46.9,50.5,33.6,30,69.1,-7.1
148,2019,4,SF,Isaac Chatman,JR,Campbell,Northeast Mississippi Community College,242,Campbell,BSth,29,15,97.7,104.3,0.3214,52.6,49.8,19.2,19.6,21.9,27.6,25.3,40.5,53,51,34.6,31.6,65.5,-13
149,2018,2,SG,Damontez Oliver,RS SR,Campbell,USC Aiken,242,Campbell,BSth,29,15,97.7,104.3,0.3214,52.6,49.8,19.2,19.6,21.9,27.6,25.3,40.5,53,51,34.6,31.6,65.5,-13
150,2018,2,PF,Nick Greely,RS SR,Campbell,West Liberty,242,Campbell,BSth,29,15,97.7,104.3,0.3214,52.6,49.8,19.2,19.6,21.9,27.6,25.3,40.5,53,51,34.6,31.6,65.5,-13
151,2019,2,C,Brooks Cluxton,SR,Campbell,Rollins,242,Campbell,BSth,29,15,97.7,104.3,0.3214,52.6,49.8,19.2,19.6,21.9,27.6,25.3,40.5,53,51,34.6,31.6,65.5,-13
152,2018,2,SG,Wyatt Self,,Campbell,Le Moyne,242,Campbell,BSth,29,15,97.7,104.3,0.3214,52.6,49.8,19.2,19.6,21.9,27.6,25.3,40.5,53,51,34.6,31.6,65.5,-13
153,2018,2,SG,Marcus Burk,RS SR,Campbell,IUPUI,242,Campbell,BSth,29,15,97.7,104.3,0.3214,52.6,49.8,19.2,19.6,21.9,27.6,25.3,40.5,53,51,34.6,31.6,65.5,-13
154,2018,4,C,Chris Sodom,RS JR,Georgetown,George Washington,77,Georgetown,BE,32,15,110.2,100.1,0.7505,49.1,50.8,18.9,18.8,32.5,28.7,33.9,26.6,47.8,48.1,34.6,36.4,70.1,-2.7
155,2019,3.5,PF,Grayson Carter,RS SO,Georgetown,UT Arlington,77,Georgetown,BE,32,15,110.2,100.1,0.7505,49.1,50.8,18.9,18.8,32.5,28.7,33.9,26.6,47.8,48.1,34.6,36.4,70.1,-2.7
156,2018,3.3,PG,Tre Campbell,RS N/A,Georgetown,South Carolina,77,Georgetown,BE,32,15,110.2,100.1,0.7505,49.1,50.8,18.9,18.8,32.5,28.7,33.9,26.6,47.8,48.1,34.6,36.4,70.1,-2.7
157,2019,2,SF,Antwan Walker,RS JR,Georgetown,Rhode Island,77,Georgetown,BE,32,15,110.2,100.1,0.7505,49.1,50.8,18.9,18.8,32.5,28.7,33.9,26.6,47.8,48.1,34.6,36.4,70.1,-2.7
158,2018,4,PF,Braxton Key,,Alabama,Virginia,60,Alabama,SEC,31,16,111.4,99.2,0.7915,52.2,47.9,19.1,18.1,29.7,31,36.9,35.8,52.1,48.4,34.9,31.2,74.7,-3.8
159,2019,4,C,Daniel Giddens,RS N/A,Alabama,Vermont,60,Alabama,SEC,31,16,111.4,99.2,0.7915,52.2,47.9,19.1,18.1,29.7,31,36.9,35.8,52.1,48.4,34.9,31.2,74.7,-3.8
160,2019,4,SG,Tevin Mack,RS N/A,Alabama,Clemson,60,Alabama,SEC,31,16,111.4,99.2,0.7915,52.2,47.9,19.1,18.1,29.7,31,36.9,35.8,52.1,48.4,34.9,31.2,74.7,-3.8
161,2019,3,SG,Dazon Ingram,RS N/A,Alabama,UCF,60,Alabama,SEC,31,16,111.4,99.2,0.7915,52.2,47.9,19.1,18.1,29.7,31,36.9,35.8,52.1,48.4,34.9,31.2,74.7,-3.8
162,2019,3,SG,Diante Wood,RS SO,Alabama,Jacksonville,60,Alabama,SEC,31,16,111.4,99.2,0.7915,52.2,47.9,19.1,18.1,29.7,31,36.9,35.8,52.1,48.4,34.9,31.2,74.7,-3.8
163,2018,2.3,SG,Ar'Mond Davis,RS N/A,Alabama,UC Santa Barbara,60,Alabama,SEC,31,16,111.4,99.2,0.7915,52.2,47.9,19.1,18.1,29.7,31,36.9,35.8,52.1,48.4,34.9,31.2,74.7,-3.8
164,2019,4,C,"D.J. Burns, Jr.",RS SO,Tennessee,Winthrop,62,Tennessee,SEC,31,17,107.3,95.5,0.7914,48.8,45.9,20.5,19.6,30.5,30.1,37.3,35.3,49.9,44,31.3,33.1,65.1,-2.1
165,2019,3,PF,Derrick Walker,RS JR,Tennessee,Nebraska,62,Tennessee,SEC,31,17,107.3,95.5,0.7914,48.8,45.9,20.5,19.6,30.5,30.1,37.3,35.3,49.9,44,31.3,33.1,65.1,-2.1
166,2018,2,PG,Chris Darrington,,Tennessee,Toledo,62,Tennessee,SEC,31,17,107.3,95.5,0.7914,48.8,45.9,20.5,19.6,30.5,30.1,37.3,35.3,49.9,44,31.3,33.1,65.1,-2.1
167,2019,4,PG,Jamie Lewis,RS SO,Wake Forest,Kennesaw State,101,Wake Forest,ACC,31,13,108.8,101.6,0.6877,49,49.7,19.7,15.2,28.6,26,41,35.2,47.3,49.5,35.1,33.3,70,-6
168,2019,3.3,SG,Melo Eggleston,RS JR,Wake Forest,Arkansas State,101,Wake Forest,ACC,31,13,108.8,101.6,0.6877,49,49.7,19.7,15.2,28.6,26,41,35.2,47.3,49.5,35.1,33.3,70,-6
169,2018,3.3,C,Samuel Japhet-Mathias,RS SR,Wake Forest,San José State,101,Wake Forest,ACC,31,13,108.8,101.6,0.6877,49,49.7,19.7,15.2,28.6,26,41,35.2,47.3,49.5,35.1,33.3,70,-6
170,2018,3,SG,"Richard Washington, Jr.",RS SR,Wake Forest,Tallahassee Community College,101,Wake Forest,ACC,31,13,108.8,101.6,0.6877,49,49.7,19.7,15.2,28.6,26,41,35.2,47.3,49.5,35.1,33.3,70,-6
171,2018,2.7,PF,Donovan 'D.J.' Mitchell,RS SR,Wake Forest,Santa Clara,101,Wake Forest,ACC,31,13,108.8,101.6,0.6877,49,49.7,19.7,15.2,28.6,26,41,35.2,47.3,49.5,35.1,33.3,70,-6
172,2018,2,SG,Keyshawn Woods,RS N/A,Wake Forest,Ohio State,101,Wake Forest,ACC,31,13,108.8,101.6,0.6877,49,49.7,19.7,15.2,28.6,26,41,35.2,47.3,49.5,35.1,33.3,70,-6
173,2019,4,SG,Vante Hendrix,RS JR,Utah,New Mexico,111,Utah,P12,31,16,106.1,100.2,0.6573,51.3,50.3,19.7,17.7,29,26.9,35.8,23,52,48.9,33.4,35.2,66.8,-3.1
174,2019,4,C,Jayce Johnson,RS N/A,Utah,Marquette,111,Utah,P12,31,16,106.1,100.2,0.6573,51.3,50.3,19.7,17.7,29,26.9,35.8,23,52,48.9,33.4,35.2,66.8,-3.1
175,2019,3.3,SF,Donnie Tillman,SR,Utah,UNLV,111,Utah,P12,31,16,106.1,100.2,0.6573,51.3,50.3,19.7,17.7,29,26.9,35.8,23,52,48.9,33.4,35.2,66.8,-3.1
176,2019,3,PG,"Christian PoPoola, Jr.",RS JR,Utah,Salt Lake Community College,111,Utah,P12,31,16,106.1,100.2,0.6573,51.3,50.3,19.7,17.7,29,26.9,35.8,23,52,48.9,33.4,35.2,66.8,-3.1
177,2018,2.7,PF,Chris Seeley,RS JR,Utah,Fresno State,111,Utah,P12,31,16,106.1,100.2,0.6573,51.3,50.3,19.7,17.7,29,26.9,35.8,23,52,48.9,33.4,35.2,66.8,-3.1
178,2019,2.5,SG,Naseem Gaskin,RS SO,Utah,Montana,111,Utah,P12,31,16,106.1,100.2,0.6573,51.3,50.3,19.7,17.7,29,26.9,35.8,23,52,48.9,33.4,35.2,66.8,-3.1
179,2019,2,C,Brandon Morley,RS N/A,Utah,Utah Valley,111,Utah,P12,31,16,106.1,100.2,0.6573,51.3,50.3,19.7,17.7,29,26.9,35.8,23,52,48.9,33.4,35.2,66.8,-3.1
180,2018,2,SG,Jake Connor,RS N/A,Utah,Westminster,111,Utah,P12,31,16,106.1,100.2,0.6573,51.3,50.3,19.7,17.7,29,26.9,35.8,23,52,48.9,33.4,35.2,66.8,-3.1
181,2018,2,SG,Kolbe Caldwell,RS N/A,Utah,Southern Indiana,111,Utah,P12,31,16,106.1,100.2,0.6573,51.3,50.3,19.7,17.7,29,26.9,35.8,23,52,48.9,33.4,35.2,66.8,-3.1
182,2019,2,SG,"Charles Jones, Jr.",RS SR,Utah,Portland State,111,Utah,P12,31,16,106.1,100.2,0.6573,51.3,50.3,19.7,17.7,29,26.9,35.8,23,52,48.9,33.4,35.2,66.8,-3.1
183,2019,2,SG,Kevin Kremer,RS SO,Utah,Chaminade,111,Utah,P12,31,16,106.1,100.2,0.6573,51.3,50.3,19.7,17.7,29,26.9,35.8,23,52,48.9,33.4,35.2,66.8,-3.1
184,2018,2,SG,Nate Duda,RS SR,Utah,,111,Utah,P12,31,16,106.1,100.2,0.6573,51.3,50.3,19.7,17.7,29,26.9,35.8,23,52,48.9,33.4,35.2,66.8,-3.1
185,2019,4,SF,Justice Sueing,RS JR,California,Ohio State,143,California,P12,32,14,101.7,99.4,0.5646,46.9,49.9,19.2,17.3,25.1,26.3,36,37,45.5,47,33.5,36.3,65,-6.1
186,2019,3.3,C,Connor Vanover,RS SO,California,Arkansas,143,California,P12,32,14,101.7,99.4,0.5646,46.9,49.9,19.2,17.3,25.1,26.3,36,37,45.5,47,33.5,36.3,65,-6.1
187,2018,3,PG,Deschon Winston,SR,California,City College of San Francisco,143,California,P12,32,14,101.7,99.4,0.5646,46.9,49.9,19.2,17.3,25.1,26.3,36,37,45.5,47,33.5,36.3,65,-6.1
188,2019,3,PG,Darius McNeill,RS JR,California,SMU,143,California,P12,32,14,101.7,99.4,0.5646,46.9,49.9,19.2,17.3,25.1,26.3,36,37,45.5,47,33.5,36.3,65,-6.1
189,2019,2.7,SF,Roman Davis,RS N/A,California,,143,California,P12,32,14,101.7,99.4,0.5646,46.9,49.9,19.2,17.3,25.1,26.3,36,37,45.5,47,33.5,36.3,65,-6.1
190,2018,2,SG,Don Coleman,RS N/A,California,South Alabama,143,California,P12,32,14,101.7,99.4,0.5646,46.9,49.9,19.2,17.3,25.1,26.3,36,37,45.5,47,33.5,36.3,65,-6.1
191,2018,2,SG,Austin McCullough,SR,California,City College of San Francisco,143,California,P12,32,14,101.7,99.4,0.5646,46.9,49.9,19.2,17.3,25.1,26.3,36,37,45.5,47,33.5,36.3,65,-6.1
192,2018,2,PG,Brandon Chauca,RS N/A,California,Enderun Colleges,143,California,P12,32,14,101.7,99.4,0.5646,46.9,49.9,19.2,17.3,25.1,26.3,36,37,45.5,47,33.5,36.3,65,-6.1
193,2019,4,PG,Jaylen Fisher,RS SR,TCU,GCU,85,TCU,B12,31,16,105.2,96.6,0.727,49.4,49.3,21.5,21,32.2,29.6,27.1,30.8,46.6,47.6,35.4,35.1,64.9,-3.4
194,2019,4,PG,Kendric Davis,JR,TCU,SMU,85,TCU,B12,31,16,105.2,96.6,0.727,49.4,49.3,21.5,21,32.2,29.6,27.1,30.8,46.6,47.6,35.4,35.1,64.9,-3.4
195,2019,4,SG,Kaden Archie,JR,TCU,UTEP,85,TCU,B12,31,16,105.2,96.6,0.727,49.4,49.3,21.5,21,32.2,29.6,27.1,30.8,46.6,47.6,35.4,35.1,64.9,-3.4
196,2019,2,C,Yuat Alok,RS SR,TCU,UCF,85,TCU,B12,31,16,105.2,96.6,0.727,49.4,49.3,21.5,21,32.2,29.6,27.1,30.8,46.6,47.6,35.4,35.1,64.9,-3.4
197,2019,2,C,Angus McWilliam,RS JR,TCU,UC Riverside,85,TCU,B12,31,16,105.2,96.6,0.727,49.4,49.3,21.5,21,32.2,29.6,27.1,30.8,46.6,47.6,35.4,35.1,64.9,-3.4
198,2019,2,SF,Lat Mayen,RS JR,TCU,Chipola College,85,TCU,B12,31,16,105.2,96.6,0.727,49.4,49.3,21.5,21,32.2,29.6,27.1,30.8,46.6,47.6,35.4,35.1,64.9,-3.4
199,2019,2,SG,Shawn Olden,,TCU,Texas Southern,85,TCU,B12,31,16,105.2,96.6,0.727,49.4,49.3,21.5,21,32.2,29.6,27.1,30.8,46.6,47.6,35.4,35.1,64.9,-3.4
200,2018,4,SF,Joe Burton,RS N/A,Valparaiso,Georgetown College,168,Valparaiso,MVC,34,19,103.5,102.9,0.5149,50.7,51.8,18.1,20,26.1,27.4,26.8,31.7,50.4,50.3,34,36.5,69.3,-7.5
201,2018,3,SF,Parker Hazen,SR,Valparaiso,Iowa Western Community College,168,Valparaiso,MVC,34,19,103.5,102.9,0.5149,50.7,51.8,18.1,20,26.1,27.4,26.8,31.7,50.4,50.3,34,36.5,69.3,-7.5
202,2019,3,PG,Bakari Evelyn,RS N/A,Valparaiso,Iowa,168,Valparaiso,MVC,34,19,103.5,102.9,0.5149,50.7,51.8,18.1,20,26.1,27.4,26.8,31.7,50.4,50.3,34,36.5,69.3,-7.5
203,2019,3,C,Derrik Smits,RS N/A,Valparaiso,Butler,168,Valparaiso,MVC,34,19,103.5,102.9,0.5149,50.7,51.8,18.1,20,26.1,27.4,26.8,31.7,50.4,50.3,34,36.5,69.3,-7.5
204,2019,2.5,PG,Micah Bradford,RS SR,Valparaiso,Southern,168,Valparaiso,MVC,34,19,103.5,102.9,0.5149,50.7,51.8,18.1,20,26.1,27.4,26.8,31.7,50.4,50.3,34,36.5,69.3,-7.5
205,2018,2,PF,Marten Linssen,RS JR,Valparaiso,UNCW,168,Valparaiso,MVC,34,19,103.5,102.9,0.5149,50.7,51.8,18.1,20,26.1,27.4,26.8,31.7,50.4,50.3,34,36.5,69.3,-7.5
206,2019,2,SG,Markus Golder,RS N/A,Valparaiso,Portland State,168,Valparaiso,MVC,34,19,103.5,102.9,0.5149,50.7,51.8,18.1,20,26.1,27.4,26.8,31.7,50.4,50.3,34,36.5,69.3,-7.5
207,2019,2,C,Jaume Sorolla,,Valparaiso,Cincinnati,168,Valparaiso,MVC,34,19,103.5,102.9,0.5149,50.7,51.8,18.1,20,26.1,27.4,26.8,31.7,50.4,50.3,34,36.5,69.3,-7.5
208,2019,4,SG,Haanif Cheatham,RS N/A,Florida Gulf Coast,Nebraska,310,Florida Gulf Coast,ASun,30,10,91.1,102.9,0.1986,47.2,49.2,23.3,19.9,27.9,30,23,29.9,48,47.7,30.8,34.5,66.1,-16.5
209,2019,3.7,PF,"Troy Baxter, Jr.",RS SR,Florida Gulf Coast,Morgan State,310,Florida Gulf Coast,ASun,30,10,91.1,102.9,0.1986,47.2,49.2,23.3,19.9,27.9,30,23,29.9,48,47.7,30.8,34.5,66.1,-16.5
210,2018,3.3,PF,Michael Gilmore,RS N/A,Florida Gulf Coast,VCU,310,Florida Gulf Coast,ASun,30,10,91.1,102.9,0.1986,47.2,49.2,23.3,19.9,27.9,30,23,29.9,48,47.7,30.8,34.5,66.1,-16.5
211,2018,3,PG,Darnell Rogers,SR,Florida Gulf Coast,New Mexico Junior College,310,Florida Gulf Coast,ASun,30,10,91.1,102.9,0.1986,47.2,49.2,23.3,19.9,27.9,30,23,29.9,48,47.7,30.8,34.5,66.1,-16.5
212,2018,2.7,PG,Zach Johnson,RS N/A,Florida Gulf Coast,Miami,310,Florida Gulf Coast,ASun,30,10,91.1,102.9,0.1986,47.2,49.2,23.3,19.9,27.9,30,23,29.9,48,47.7,30.8,34.5,66.1,-16.5
213,2019,2.5,PF,Brady Ernst,RS N/A,Florida Gulf Coast,Drake,310,Florida Gulf Coast,ASun,30,10,91.1,102.9,0.1986,47.2,49.2,23.3,19.9,27.9,30,23,29.9,48,47.7,30.8,34.5,66.1,-16.5
214,2019,2.5,PF,"RaySean Scott, Jr.",RS SR,Florida Gulf Coast,Cal Poly Humboldt,310,Florida Gulf Coast,ASun,30,10,91.1,102.9,0.1986,47.2,49.2,23.3,19.9,27.9,30,23,29.9,48,47.7,30.8,34.5,66.1,-16.5
215,2018,2,SG,Mark Matthews,RS N/A,Florida Gulf Coast,Nova Southeastern,310,Florida Gulf Coast,ASun,30,10,91.1,102.9,0.1986,47.2,49.2,23.3,19.9,27.9,30,23,29.9,48,47.7,30.8,34.5,66.1,-16.5
216,2018,2,SF,Ryan McAdoo,RS JR,Florida Gulf Coast,North Carolina,310,Florida Gulf Coast,ASun,30,10,91.1,102.9,0.1986,47.2,49.2,23.3,19.9,27.9,30,23,29.9,48,47.7,30.8,34.5,66.1,-16.5
217,2019,2,PG,Decardo Day,,Florida Gulf Coast,Alabama State,310,Florida Gulf Coast,ASun,30,10,91.1,102.9,0.1986,47.2,49.2,23.3,19.9,27.9,30,23,29.9,48,47.7,30.8,34.5,66.1,-16.5
218,2019,4,SG,A.J. Oliver II,RS JR,Clemson,Old Dominion,71,Clemson,ACC,31,16,103.8,93.5,0.7706,50.1,48.3,18.5,20,23.3,24.5,28.9,28.7,52.6,47.9,31.5,32.6,66,-3.3
219,2019,3.5,PF,Malik William,RS JR,Clemson,Southern Illinois,71,Clemson,ACC,31,16,103.8,93.5,0.7706,50.1,48.3,18.5,20,23.3,24.5,28.9,28.7,52.6,47.9,31.5,32.6,66,-3.3
220,2018,3,SG,Scott Spencer,RS SR,Clemson,La Salle,71,Clemson,ACC,31,16,103.8,93.5,0.7706,50.1,48.3,18.5,20,23.3,24.5,28.9,28.7,52.6,47.9,31.5,32.6,66,-3.3
221,2019,2,PF,Javan White,RS N/A,Clemson,Kansas City,71,Clemson,ACC,31,16,103.8,93.5,0.7706,50.1,48.3,18.5,20,23.3,24.5,28.9,28.7,52.6,47.9,31.5,32.6,66,-3.3
222,2019,4,SG,Elias Harden,SR,Xavier,Jacksonville State,40,Xavier,BE,32,19,106.4,92.1,0.8396,49,46.4,19.8,18.6,32.2,27.6,30.9,28.9,50.2,46.7,31.2,30.5,68.1,0.3
223,2019,4,SG,Keonte Kennedy,RS SO,Xavier,UTEP,40,Xavier,BE,32,19,106.4,92.1,0.8396,49,46.4,19.8,18.6,32.2,27.6,30.9,28.9,50.2,46.7,31.2,30.5,68.1,0.3
224,2018,3,SF,Jared Ridder,RS JR,Xavier,Missouri State,40,Xavier,BE,32,19,106.4,92.1,0.8396,49,46.4,19.8,18.6,32.2,27.6,30.9,28.9,50.2,46.7,31.2,30.5,68.1,0.3
225,2019,2,PG,Nick Vanderpohl,RS JR,Xavier,,40,Xavier,BE,32,19,106.4,92.1,0.8396,49,46.4,19.8,18.6,32.2,27.6,30.9,28.9,50.2,46.7,31.2,30.5,68.1,0.3
226,2018,4,SG,"Ronnie Harrell, Jr.",RS N/A,Creighton,Denver,7,Creighton,BE,30,24,120.6,96.4,0.9289,55.2,48.4,15.9,17.6,23.9,30.2,28.8,23.4,53,48.9,38.7,31.8,68.3,6.1
227,2019,4,SG,Drew Edwards,RS N/A,Providence,Charlotte,25,Providence,BE,31,19,109.3,91.8,0.8812,47.3,47.4,19.3,21.4,33.7,28.4,35.9,37.4,45.9,47.9,33.2,31.1,68.6,0.3
228,2019,4,PG,Makai Ashton-Langford,RS JR,Providence,Boston College,25,Providence,BE,31,19,109.3,91.8,0.8812,47.3,47.4,19.3,21.4,33.7,28.4,35.9,37.4,45.9,47.9,33.2,31.1,68.6,0.3
229,2018,3.3,C,Dajour Dickens,SR,Providence,Old Dominion,25,Providence,BE,31,19,109.3,91.8,0.8812,47.3,47.4,19.3,21.4,33.7,28.4,35.9,37.4,45.9,47.9,33.2,31.1,68.6,0.3
230,2019,4,SG,Antwann Jones,RS SO,Memphis,Creighton,63,Memphis,Amer,31,21,100.2,89.2,0.7909,49.7,41.2,22.3,20.2,30,29.4,39.9,35,50,40.7,32.9,28,73,0
231,2018,3.7,SF,David Nickelberry,SR,Memphis,Trinity Valley Community College,63,Memphis,Amer,31,21,100.2,89.2,0.7909,49.7,41.2,22.3,20.2,30,29.4,39.9,35,50,40.7,32.9,28,73,0
232,2018,3.3,SG,Jamal Johnson,RS JR,Memphis,Auburn,63,Memphis,Amer,31,21,100.2,89.2,0.7909,49.7,41.2,22.3,20.2,30,29.4,39.9,35,50,40.7,32.9,28,73,0
233,2019,3,C,Victor Enoh,RS JR,Memphis,Marist,63,Memphis,Amer,31,21,100.2,89.2,0.7909,49.7,41.2,22.3,20.2,30,29.4,39.9,35,50,40.7,32.9,28,73,0
234,2019,2,SF,David Wingett,RS SO,Memphis,South Dakota State,63,Memphis,Amer,31,21,100.2,89.2,0.7909,49.7,41.2,22.3,20.2,30,29.4,39.9,35,50,40.7,32.9,28,73,0
235,2018,2,PG,Malik Rhodes,,Memphis,Cal State San Bernardino,63,Memphis,Amer,31,21,100.2,89.2,0.7909,49.7,41.2,22.3,20.2,30,29.4,39.9,35,50,40.7,32.9,28,73,0
